,product,price
236,"Apple Iphone XS Max With Facetime - 256 GB, 4G LTE, Silver, 4 GB Ram, Single Sim & E-Sim","13,499.00"
237,Sico Plus 3 - Dual Sim - 4G LTE - Black,690.00
238,"Apple iPhone 12 Pro 512GB 6 GB RAM, Pacific Blue","25,000.00"
239,"Nokia 6120 Classic - 32 MB, Pearl White","2,999.00"
240,"Nokia 6300 4G Dual Sim Mobile, 2.4 Inches, 4 GB, 512 MB RAM, 4G - Light Charcoal",995.00
241,"Infinix Smart 2 Dual SIM - 16GB, 1GB RAM, 4G LTE, Blue","1,399.00"
242,"Apple iPhone 12 Pro Max 512GB 6 GB RAM, Silver","25,300.00"
243,"Nokia C1, Dual Sim, 5.45 Inch, 16 GB, 1 GB RAM, 3G - Red",949.00
244,"Xiaomi Redmi 9T Dual SIM Mobile - 6.53 Inch, 128 GB, 4 GB RAM, 4G LTE - Sunrise Orange","2,887.00"
245,"Apple iPhone 12 Pro Max 128GB 6 GB RAM, Graphite","21,700.00"
246,"Apple iPhone 12 Pro 128GB 6 GB RAM, Pacific Blue","19,998.99"
247,"Samsung Galaxy A02 Dual Sim Mobile, 6.5 Inches, 32 GB, 3 GB RAM, 4G LTE - Gray","1,745.00"
248,"Samsung Galaxy A72 Dual SIM - 6.7 Inches, 8 GB RAM, 256 GB - White","7,535.00"
249,"Samsung Galaxy M31 Dual SIM - 128GB, 6GB RAM, 4G LTE - Blue","5,999.00"
250,"OPPO A15 Dual Sim Mobile - 6.5 Inches, 32 GB, 3 GB RAM, 4G LTE - Fancy White","2,500.00"
251,"Samsung Galaxy A51 Dual SIM - 128GB, 6GB RAM, 4G LTE, Prism Crush Black","4,250.00"
252,"Nokia 5.3 TA-1234 Dual SIM Mobile Phone, 6.55 Inch, 4 GB RAM, 64 GB, 4G LTE - Cyan","2,699.00"
253,"Apple iPhone 11 with FaceTime - 128GB, 4GB RAM, 4G LTE, Green, Single SIM & E-SIM - MHDN3AA\A",0.00
254,"Apple iPhone 6S with FaceTime - 128GB, 4G LTE, Space Gray","4,500.00"
255,"Xiaomi Poco M3 Dual SIM Mobile - 6.53 inches, 64 GB, 4 GB RAM, 4G LTE - Power Black","2,999.00"
256,"Samsung Galaxy M31 Dual SIM - 128GB, 6GB RAM, 4G LTE - Red","5,888.00"
257,Mtouch A600 Dual SIM Phone - Two Displays - Main Screen 2.4 inch - Red,345.00
258,"Xiaomi POCO X3 Pro Dual SIM Mobile - 6.67 Inches, 128 GB, 6 GB RAM, 4G LTE - Frost Blue","4,444.00"
259,"Nokia 216 Dual Sim, 16Mb Ram, Microsd Up To 32 GB, Flashlight, Black",686.00
260,"Infinix Hot 9 Play Dual SIM Mobile - 6.82 inch, 64 GB, 3 GB RAM, 4G - Midnight Black","4,600.00"
261,"Samsung Galaxy A72 Dual SIM - 6.7 Inches, 8 GB RAM, 128 GB - Violet","6,777.00"
262,"Samsung Galaxy A72 Dual SIM - 6.7 Inches, 8 GB RAM, 128 GB - Black","6,717.00"
263,"OPPO A15 Dual Sim Mobile - 6.5 Inches, 32 GB, 2 GB RAM, 4G LTE - Fancy White","2,200.00"
264,"Apple iPhone 11 Pro with FaceTime - 64GB, 4GB RAM, 4G LTE, Gold, Single SIM & E-SIM","15,555.00"
265,"Apple iPhone 11 Pro Max with FaceTime Dual SIM - 64GB, 4GB RAM, 4G LTE, Space Gray","23,000.00"
266,"Redmi Note 10S Dual SIM - 6.43 Inches, 128 GB, 6 GB RAM, 4G LTE - Onyx Gray","3,799.00"
267,"Infinix Smart HD 2021 X612B Dual Sim 32GB, 2GB RAM, 4G LTE, Quartz Green","1,550.00"
268,"Samsung Galaxy S21 Ultra Dual SIM Mobile - 6.8 Inches, 256 GB, 12 GB RAM, 5G - Silver","18,222.00"
269,"Xiaomi Poco X3 NFC Dual Sim Smartphone 6.67 Inch- 6GB Ram- 64GB, Gray","3,888.00"
270,"Itel It2173 Dual Sim Mobile Phone - 1.8 Inch - Back Camera - 2G, Black",190.00
271,"Apple iPhone 8 Plus without FaceTime - 64GB, 4G LTE, Gold","8,450.00 EGP"
272,"Infinix Note 7 Dual SIM Mobile Phone, Quad Rear Cameras, 6.95 Inch Touch Screen, 6 GB RAM, 128 GB Storage, 4G LTE - Aether Black","2,999.00"
273,"OPPO Reno 5 Dual SIM - 128GB, 8GB RAM, 4G LTE - Starry Black","5,555.00"
274,"Samsung Galaxy A72 Dual SIM - 6.7 Inches, 8 GB RAM, 256 GB - Black","7,399.00"
275,"Apple iPhone 12 128GB 4 GB RAM, Blue","16,575.00"
276,"Apple Iphone XS With Facetime - 256 GB, 4G LTE, Gold, 4 GB Ram, Single Sim & E-Sim","11,999.00"
277,"Samsung SM-B310E Dual Sim - 2G GSM, White",650.00
278,Mtouch A600 Dual SIM Phone - Two Displays - Main Screen 2.4 inch - Glden,350.00
279,"Nokia 2720 TA-1170 Dual SIM - 4GB, 4G LTE, Black","2,111.00"
280,"Redmi Note 10 Dual SIM - 6.43 Inches, 128 GB, 4 GB RAM, 4G LTE - Onyx Gray","3,578.16"
281,"Apple iPhone 12 Pro 128GB 6 GB RAM, Gold","20,290.00"
282,"Xiaomi Mi 8 Lite Dual SIM - 64GB, 4GB RAM, 4G LTE, Black","2,499.00"
283,"Tecno Camon C9 Dual Sim - 16GB, 2GB RAM, 4G LTE, Gold","1,499.00"
284,"Oppo A94 Dual SIM Mobile Phone - 6.43 inches, 128 GB, 8 GB RAM, 4G LTE - Fantastic Purple","4,989.00"
285,"Huawei GR5 2017 Dual Sim - 32 GB, 3GB RAM, 4G LTE, Grey","2,999.00"
286,"Infinix Note 8 Dual SIM Mobile - 6.95 Inches, 128 GB, 6 GB RAM, 4G LTE - Iceland Fantasy","3,150.00"
287,"Apple Iphone X With Facetime - 256 GB, 4G LTE, Silver, 3 GB Ram, Single Sim","9,850.00"
288,"Nokia 3.4 Dual SIM Mobile - 6.39 Inches, 64 GB, 4 GB RAM, 4G LTE - Grey","2,299.00"
289,"Nokia C2 TA-1204 Dual SIM Mobile - 5.7 Inch, 16 GB, 1 GB RAM, 4G LTE - Charcoal","1,099.00"
290,"Redmi Note 10 Dual SIM - 6.43 Inches, 64 GB, 4 GB RAM, 4G LTE - Pebble White with Xiaomi Mi True Basic 2 Wireless Earbuds - Black","3,777.00"
291,"Samsung A515F Galaxy A51, Dual SIM, 128 GB, 6 GB RAM, 4G LTE, 6.5 Inch - Pink","4,444.00"
292,"Xiaomi Redmi Note 8 Dual SIM - 64GB, 4GB RAM, 4G LTE, Moonlight White","2,825.00"
293,"OPPO Reno 5 Dual SIM - 128GB, 8GB RAM, 4G LTE - Starry Black","5,499.00"
294,"Apple iPhone 12 Pro Max 128GB 6 GB RAM, Silver","21,175.00"
295,Samsung Galaxy S20 FE (5g )128gb 8gb ram cloud navy,"10,287.00"
296,"Oppo A54 Dual SIM Mobile Phone - 6.51 Inch, 128 GB, 6 GB RAM, 4G LTE - Crystal Black","3,790.00"
297,"Apple iPhone 8 Plus with FaceTime - 256GB, 4G LTE, Gold, 5.5 Inch","10,000.00 EGP"
298,"Realme 7i Dual Sim - 128 GB, 8 GB RAM, 4G LTE - Aurora Green","3,899.00"
299,"HUAWEI Y8p Dual SIM - 128 GB, 6 GB RAM, 4G LTE - Breathing Crystal","2,999.00"
300,"Darago D1 Dual SIM Mobile Phone - 2G, 1.7 Inch, Black",224.00
301,"Samsung Galaxy A10s Dual SIM - 32GB, 2GB RAM, 4G LTE, Red","1,999.00"
302,"Apple iPhone 6S with FaceTime - 128GB, 4G LTE, Gold","4,398.00"
303,"Apple iPhone 12 Pro 256GB 6 GB RAM, Pacific Blue - MGMD3J/A","22,400.00"
304,"Oppo A93 Dual SIM Mobile - 6.43 Inch, 128 GB, 8 GB RAM, 4G LTE - Magic Blue","4,449.00"
305,"Huawei Y5p Dual SIM - 32GB, 2GB RAM, 4G LTE - Mint Green","1,799.00"
306,"Infinix Smart 5 Dual SIM Mobile - 6.6 inch, 32 GB, 2 GB RAM, 3G - Quetzal Cyan","1,620.00"
307,"Blackview A20 Pro Dual SIM - 16GB, 2GB RAM, Grey",888.00
308,"Samsung Galaxy S20 FE Dual Sim Mobile - 6.5 Inches, 128 GB, 8 GB RAM, 4G - Cloud Navy","11,390.00"
309,"Xiaomi Redmi 9A Dual SIM Mobile Phone, 13 MP Camera, 6.53 Inch Touch Screen, 2 GB RAM, 32 GB, 4G LTE - Peacock Green","1,630.00"
310,"Samsung Galaxy S21 Dual SIM Mobile - 6.2 inches, 128 GB, 8 GB RAM, 5G - White with Samsung Wireless Power Bank, 10000 mAh and Samsung Fit 2 Watch","14,899.00"
311,"Xiaomi Poco M3 Dual SIM Mobile - 6.53 inches, 128 GB, 4 GB RAM, 4G LTE - Yellow","2,999.00"
312,"Redmi Note 10 Dual SIM - 6.43 Inches, 128 GB, 4 GB RAM, 4G LTE - Pebble White","3,444.00"
313,"Infinix Smart 5 Dual SIM Mobile - 6.6 inch, 32 GB, 2 GB RAM, 4G - Ocean Wave","1,650.00"
314,"Oppo A93 Dual SIM Mobile - 6.43 Inch, 128 GB, 8 GB RAM, 4G LTE - Matte Black","4,495.00"
315,"Micromax X1i Dual SIM Mobile Phone, Rear Camera, 2.4 Inches Screen, 32 MB RAM, 32 MB Storage, GSM - Black",269.00
316,"Xiaomi Redmi Note 9 Pro Dual SIM Mobile - 6.67 Inch, 64 GB, 6 GB RAM, 4G LTE - Interstellar Gray","3,444.00"
317,LaVa E10 Mobile phone - Red,224.99
318,"Apple iPhone 11 with FaceTime - 128GB, 4GB RAM, 4G LTE, Black, Single SIM & E-SIM - MHDH3AA\A","12,499.00"
319,"TCL 10 Lite Dual SIM Mobile Phone, 6.53 Inch, 6 GB RAM, 64 GB, 4G LTE - White","2,444.00"
320,"Xiaomi POCO X3 Pro Dual SIM Mobile - 6.67 Inches, 256 GB, 8 GB RAM, 4G LTE - Phantom Black","5,299.00"
321,"Apple iPhone 12 Pro Max 256GB 6 GB RAM, Graphite","22,990.00"
322,"Apple iPhone 6S Plus with FaceTime - 128GB, 4G LTE, Space Gray","6,445.00 EGP"
323,"Xiaomi POCO F3 Dual SIM Mobile - 6.67 Inches, 256 GB, 8 GB RAM, 4G LTE - Night Black","7,777.00"
324,"Xiaomi Redmi Note 9 Dual SIM Mobile - 6.53 Inch, 128 GB, 4 GB RAM, 4G LTE - Midnight Grey","3,337.00"
325,"OPPO Reno 5 5G Dual SIM - 128GB, 8GB RAM - Galactic Silver","7,222.00"
326,Mini mobile Dual Sim BM10,319.00
327,"Samsung Galaxy S21 Ultra Dual SIM Mobile - 6.8 Inches, 512 GB,16 GB RAM, 5G","25,999.00"
328,"Realme C12 Dual SIM - 64GB, 3GB RAM, 4G LTE - Coral Red","2,250.00"
329,"Apple iPhone 11 Pro Max with FaceTime - 256GB, 4GB RAM, 4G LTE, Midnight Green, Single SIM & E-SIM","19,900.00"
330,"Apple iPhone 12 Pro Max 128GB 6 GB RAM , Graphite","21,499.00"
331,"HTC Desire 10 Pro Dual Sim - 64GB, 4GB RAM, 4G LTE, Polar White","4,444.00"
332,IKU V400 - Dual Sim 512 MB RAM- 4 GB ROM - 4G LTE Black,750.00
333,"Xiaomi Redmi Note 7 Dual Sim - 64 GB, 4 GB Ram, 4G LTE, Gradient Blue ‚International Version","2,650.00 EGP"
334,"Realme 7 Pro Dual Sim Mobile, 6.4 Inches, 128 GB, 8 GB RAM, 4G LTE - Mirror Silver","5,025.00 EGP"
335,"Samsung Galaxy Note 10 Dual SIM - 256GB, 8GB RAM, 4G LTE, Aura Glow","13,000.00"
336,"Nokia 2720 Flip , Grey","2,222.00"
337,Tecno T301 1.77 inches Dual Sim Mobile Phone Black,205.00 EGP
338,"OPPO Reno 5 Dual SIM - 128GB, 8GB RAM, 4G LTE - Fantasy Silver","5,699.00"
339,"Apple iPhone 12 Pro 256GB 6 GB RAM Dual Sim, Pacific Blue","23,400.00"
340,"Vivo Y51 Dual SIM Mobile Phone - 6.58 Inch, 128 GB, 8 GB RAM, 4G LTE - Titanium Sapphire","3,599.00"
341,Girasol G20 - 1.77 Inch - Dual SIM - White Red,165.00
342,"Apple iPhone 6S with FaceTime - 128GB, 4G LTE, Rose Gold","4,369.00 EGP"
343,"Samsung Galaxy A52 Dual SIM - 6.5 inches, 8 GB RAM, 128 GB - Light Violet","5,675.00"
344,"Oppo A54 Dual SIM Mobile Phone - 6.51 Inch, 64 GB, 4 GB RAM, 4G LTE - Starry Blue","3,187.99"
345,Nokia 210 (2019) Dual SIM Mobile Phone - Black,624.20
346,"Samsung Galaxy S21 Ultra Dual SIM Mobile - 6.8 Inches, 256 GB, 12 GB RAM, 5G - Black with Samsung Galaxy Buds Live Headphones and S-pen Cover","23,700.00"
347,"Ila V3, Dual SIM, 2.8 Inch, 2G - Gold",288.00
348,Nokia 1110I Mobile Phone,499.00
349,"Apple iPhone 11 with FaceTime - 256GB, 4GB RAM, 4G LTE, Green, Single SIM & E-SIM","17,700.00"
350,"Apple iPhone 11 with FaceTime - 128GB, 4GB RAM, 4G LTE, Purple, Single SIM & E-SIM - MHDM3AA\A",0.00
351,"Apple iPhone 11 with FaceTime - 128GB, 4GB RAM, 4G LTE, Yellow, Single SIM & E-SIM - MWM42AA/A","12,499.00"
352,Mtouch A600 Dual SIM Phone - Two Displays - Main Screen 2.4 inch - Black,355.00
353,Alcatel 1066D Dual SIM - Black,330.00
354,"Nokia 5.4 Dual SIM Mobile Phone, 6.39 Inch, 4 GB RAM, 128 GB , 4G LTE - Blue","2,950.00"
355,"Xiaomi Redmi Note 10S Dual SIM Mobile - 6.43 Inches, 6G RAM, 128 GB, 4G LTE - Onyx Gray","4,040.00"
356,"iQ&T G4 - Dual SIM, 4G LTE, 16 GB Smart Phone - Blue",799.00
357,"Samsung Galaxy A10s Dual SIM - 32GB, 2GB RAM, 4G LTE, Blue","1,990.00"
358,"Realme 8 Pro Dual SIM - 6.4 inches, 128GB, 8GB RAM, 4G LTE - Black","5,554.99"
359,"Samsung Galaxy M11 Dual SIM - 32GB, 3GB RAM, 4G LTE - Metallic Blue","2,049.00"
360,Mtouch Zero Dual SIM Mobile Phone - White,176.00
361,"Infinix Note 7 Lite Dual SIM Mobile Phone, Quad Rear Cameras, 6.6 Inch Touch Screen, 4 GB RAM, 128 GB Storage, 4G LTE - Forest Green","2,575.00"
362,"Oppo A74 Dual SIM Mobile Phone - 6.43 Inch, 128 GB, 6 GB RAM, 4G LTE - Prism Black","4,222.00"
363,"Apple iPhone 12 mini 128GB 4 GB RAM, Blue","15,199.00"
364,"Xiaomi Mi 11 Lite Dual SIM Mobile - 6.55 inches, 128 GB, 8 GB RAM, 4G LTE - Boba Black with Xiaomi Mi True Wireless Earbuds Basic 2","5,649.00"
365,samsung Galaxy A01 Core 1GB 16GB Black,"1,370.00"
366,"Apple Iphone XS Max With Facetime - 64 GB, 4G LTE, Space Grey, 4 GB Ram, Single Sim & E-Sim - MT502AE/A","12,530.00"
367,"Samsung Galaxy A31 Dual SIM - 6.4 Inch, 128 GB, 4 GB RAM, 4G LTE - Black","3,399.00"
368,"Apple iPhone 12 128GB 4 GB RAM, Purple","15,888.00"
369,"Apple iPhone 11 Pro Max with FaceTime - 256GB, 4GB RAM, 4G LTE, Midnight Green, Dual SIM - 2725018084672","23,500.00"
370,"Apple iPhone 12 Pro Max 128GB 6 GB RAM, Pacific Blue","20,555.00"
371,"OnePlus 8T Dual Sim - 256GB, 12GB Ram, 5G, Aquamarine Green","10,299.00"
372,"Infinix Note 8i Dual SIM Mobile - 6.95 Inches, 128 GB, 6 GB RAM, 4G LTE - Obsidian Black","2,900.00"
373,"Xiaomi Redmi Note 10 Pro Dual SIM Mobile - 6.67 Inches, 8G RAM, 128 GB, 4G LTE - Onyx Gray","5,999.00"
374,"Apple iPhone 12 Pro Max 128GB 6 GB RAM, Pacific Blue","22,144.50"
375,"Apple iPhone 12 Pro Max 256GB 6 GB RAM, Graphite","21,998.00"
376,"Samsung Galaxy S21 Plus Dual SIM Mobile - 6.7 Inches, 256 GB, 8 GB RAM, 5G - Silver with Samsung Galaxy Buds Live Headphones","17,800.00"
377,Xiaomi redmi Note 8 - 64 Giga - 4 Ram - Neptune Blue,"3,299.00"
378,"Samsung Galaxy A12 Dual SIM Mobile - 6.5 Inch, 64 GB, 4 GB RAM, 4G LTE - White","2,699.00"
379,"Xiaomi Black Shark 4 Gaming Phone Dual Sim - 128GB, 8GB RAM, 5G, Black","11,950.00"
380,"Apple iPhone 11 with FaceTime - 128GB, 4GB RAM, 4G LTE, Black, Single SIM & E-SIM","12,620.00"
381,"Samsung Galaxy S21 Dual SIM Mobile - 6.2 inches, 128 GB, 8 GB RAM, 5G - Pink","13,749.00"
382,"Samsung Galaxy S21 Plus Dual SIM Mobile - 6.7 Inches, 256 GB, 8 GB RAM, 5G - Black","14,990.00"
383,"Huawei Nova 5T Dual SIM - 128GB, 8GB RAM, 4G LTE, Crush Green","6,218.00"
384,"Realme 8 Dual SIM - 6.4 inches, 128GB, 8GB RAM, 4G LTE - Black","4,554.00"
385,"Apple iPhone 12 Pro 256GB 6 GB RAM, Gold","20,999.00"
386,"Samsung Galaxy A32 Dual SIM - 6.5 Inches, 6GB RAM, 128GB, 4G LTE - White","3,939.00"
387,"Xiaomi Redmi Note 9S Dual SIM - 6.67 Inch, 64 GB, 4 GB RAM, 4G LTE - Interstellar Gray","3,599.00"
388,Kgtel A310 Mobile phone -1.77Inch - Dul SIM - White,199.00
389,"Redmi Note 10 Dual SIM - 6.43 Inches, 128 GB, 4 GB RAM, 4G LTE - Lake Green","3,499.00"
390,"Nokia 6300 4G Dual Sim Mobile, 2.4 Inches, 4 GB, 512 MB RAM, 4G - Cyan Green",998.00
391,"Xiaomi Mi 11 Lite Dual SIM Mobile - 6.55 inches, 128 GB, 8 GB RAM, 4G LTE - Bubblegum Blue with Xiaomi Mi True Wireless Earbuds Basic 2","5,575.00"
392,Nokia 150 Dual Sim Color Black,588.00 EGP
393,"Nokia 150 Dual Sim Mobile Phone - 2.4 Inches, 4 MB, 4 MB RAM, 2G - Cyan",599.00
394,"Xiaomi Redmi 9 Dual SIM Mobile - 6.53 Inch, 32 GB, 3 GB RAM, 4G LTE - Carbon Grey","2,500.00"
395,"Infinix Note 8 Dual SIM Mobile - 6.95 Inches, 128 GB, 6 GB RAM, 4G LTE - Silver Diamond","3,299.00"
396,"Nokia 130 -2017 , 8MB , Dual Sim , 2G , Black",435.00 EGP
397,"Samsung Galaxy Z Flip Dual SIM - 256GB, 8GB RAM, 4G LTE - Black","15,500.00"
398,"Honor 9C Dual SIM Mobile - 6.39 Inch, 64 GB, 4 GB RAM, 4G LTE - Aurora Blue","2,399.00"
399,"Samsung Galaxy Note 20 Ultra, Dual SIM, 6.9 Inch, 256 GB, 12 GB RAM, 5G - Mystic Black","18,199.00"
400,"Xiaomi Redmi 9T Dual SIM Mobile - 6.53 Inch, 64 GB, 4 GB RAM, 4G LTE - Carbon Grey","2,720.00"
401,"TCL 10 Lite Dual SIM Mobile Phone, 6.53 Inch, 6 GB RAM, 64 GB, 4G LTE - Dark Blue","2,349.00"
402,"IYOU Dual SIM phone, 2.4 inch",222.00
403,"IKU F101 Dual Sim, 32 MB, 2nd Gen, Camera, Blue",288.00
404,"Oneplus 7 Pro Dual Sim - 256 GB, 8 GB Ram, 4G LTE, Mirror Grey - International Version","11,444.00"
405,"Huawei Y7a Mobile Phone, Dual SIM - 128 GB, 4 GB RAM, 4G LTE - Crush Green with Huawei Band 3E Watch - Black","3,990.00"
406,"Samsung Galaxy S20 FE Dual Sim Mobile - 6.5 Inches, 128 GB, 8 GB RAM, 4G - Cloud White","8,944.00"
407,Sico Senior - 2G - Black,295.00
408,"Samsung Galaxy Note 20 Ultra Mobile Phone, Hybrid Dual SIM, 6.9 Inch, 256 GB, 8 GB RAM, 4G LTE, 4500mAh - Mystic White","16,444.00"
409,Nokia 130 Dual Sim (Red),471.00
410,iQ&T N6 Dual SIM Mobile Phone - 16GB - 2GB RAM - 4G,999.00
411,"Apple iPhone 12 128GB 4 GB RAM, Green","16,293.00"
412,"Samsung Galaxy A10S Dual Sim - 32 GB, 2 GB Ram, 4G LTE, Black SM-A107FZ","1,990.00"
413,"Xiaomi Redmi 9T Dual SIM Mobile - 6.53 Inch, 128 GB, 4 GB RAM, 4G LTE - Twilight Blue","2,899.00"
414,"Apple iPhone 11 Pro with FaceTime - 256GB, 4GB RAM, 4G LTE, Silver, Single SIM & E-SIM","18,800.00"
415,"Huawei Y7a Mobile Phone, Dual SIM - 128 GB, 4 GB RAM, 4G LTE - Midnight Black with Huawei Band 3E Watch - Black","3,949.00"
416,"Xiaomi Redmi Note 10 Pro Dual SIM Mobile - 6.67 Inches, 8G RAM, 128 GB, 4G LTE - Gradient Bronze","5,999.00"
417,"iTel P36 Dual SIM Mobile - 6.5 Inch, 16 GB, 1 GB RAM, Android, 3G - Deep Blue","1,165.00"
418,"Realme C15 Dual SIM - 128GB, 4GB RAM, 4G LTE - Seagull Silver","6,350.00"
419,"Xiaomi Mi 11 Lite Dual SIM Mobile - 6.55 inches, 128 GB, 8 GB RAM, 4G LTE - Bubblegum Blue","5,299.00"
420,"Sico Infinity MAX 32 GB, 3 GB Ram, LTE - Dark Grey","1,555.00"
421,"TCL 10 Plus Mobile Phone, Dual SIM 6.47 Inch, 256 GB, 6 GB RAM, 4G - Starlight Silver","3,666.00"
422,"Apple Iphone XS Max With Facetime - 256 GB, 4G LTE, Gold, 4 GB Ram, Single Sim & E-Sim","13,450.00"
423,"Oneplus 9 Pro Dual Sim, 12GB RAM, 256GB, 5G, Morning Mist","15,999.00"
424,"Samsung Galaxy S21 Dual SIM Mobile - 6.2 inches, 128 GB, 8 GB RAM, 5G - Violet","13,799.00"
425,"Vivo Y20s Dual SIM Mobile Phone, 6.51 Inch, 8GB RAM, 128 GB , 4G LTE - Purist Blue","3,099.00"
426,"Huawei Nova 7SE Dual SIM - 128GB, 8GB RAM, 4G LTE - Green","4,475.00"
427,"Nokia 3310 2017 Dual SIM - 16MB, 2G, 2 MP, Grey",944.99
428,"Samsung Galaxy Note 20 Mobile Phone, Dual SIM, 6.7 Inch, 256 GB, 8 GB RAM, 4G LTE, 4300mAh - Mystic Gray","15,000.00"
429,أصغر جوال في العالم بشريحتين اتصال L8star BM10,320.00
430,Mtouch M01 Dual SIM Mobile Phone - Blue,210.00
431,"Xiaomi Redmi Note 8 Dual SIM - 64GB, 4GB RAM, 4G LTE, Neptune Blue","2,990.00"
432,"Apple Iphone XS With Facetime - 256 GB, 4G LTE, Silver, 4 GB Ram, Single Sim & E-Sim","11,999.00"
433,"Nokia G20 Dual Sim - 6.5 inch, 128 GB, 4 GB RAM, 4G LTE - Silver","2,699.00"
434,"Apple iPhone 12 mini 256GB 4 GB RAM Dual Sim, White","19,149.00"
435,"Xiaomi Redmi Note 8, Dual SIM, 64 GB, 4 GB RAM, 4G LTE - Black","2,849.00"
436,"A10 Dual SIM Sapphire Blue, 1GB RAM 16GB 3G","1,024.00"
437,"OPPO Reno3 Pro Dual SIM Mobile - 6.4 Inch, 256 GB, 8 GB RAM, 4G LTE - Midnight Black","6,304.00"
438,"Apple iPhone 11 Pro Max with FaceTime - 64GB, 4GB RAM, 4G LTE, Space Gray, Single SIM & E-SIM","17,499.00 EGP"
439,"Xiaomi Redmi Note 9 Pro Dual SIM Mobile - 6.67 Inch, 64 GB, 6 GB RAM, 4G LTE - Tropical Green","3,550.00"
440,"Apple iPhone 12 128GB 4 GB RAM Dual Sim, White","20,000.00"
441,"Tecno Camon 11 Dual SIM - 32GB, 3GB RAM, 4G LTE, Aqua Blue","2,475.00"
442,"Apple Iphone 8 With Facetime - 256 GB, 4G LTE, Gold, 2 GB Ram, Single Sim","10,450.00"
443,"Apple Iphone 7 Plus Without Facetime - 128 GB, 4G LTE, Jet Black, 3 GB Ram, Single Sim","8,499.00"
444,"Nokia 5.4 Dual SIM Mobile Phone, 6.39 Inch, 4 GB RAM, 128 GB , 4G LTE - Purple","2,950.00"
445,"Xiaomi Redmi Note 10S Dual SIM Mobile - 6.43 Inches, 6G RAM, 128 GB, 4G LTE - Ocean Blue","4,039.00"
446,"Xiaomi Mi Note 10 Lite Dual SIM Mobile - 6.47 Inch, 128 GB, 8 GB RAM, 4G LTE - Midnight Black","6,999.00"
447,"Xiaomi POCO F3 Dual SIM Mobile - 6.67 Inches, 256 GB, 8 GB RAM, 4G LTE - Deep Ocean","7,777.00"
448,"Apple iPhone 11 Pro Max with FaceTime - 512GB, 4GB RAM, 4G LTE, Silver, Single SIM & E-SIM","23,500.00 EGP"
449,"Nokia 3.4 Dual SIM Mobile - 6.39 Inches, 64 GB, 4 GB RAM, 4G LTE - Purple","2,150.00"
450,"Nokia 5310 TA-1212 Dual SIM Mobile - 2.4 Inch, 16 MB, 8 MB RAM, 4G LTE - White and Red",798.00
451,"Nokia 8.3 Dual Sim Mobile, 6.81 Inches, 128 GB, 8 GB RAM, 5G - Polar Night with Nokia EarBuds - Black","7,999.00"
452,Celphy BM50 - 0.66 Mini Mobile Phone and Bluetooth Headset - Red,350.00
453,mobile alcatel 1067f - black,315.00
454,"Apple iPhone 12 Pro 256GB 6 GB RAM, Graphite","21,220.00"
455,"Hope S15 Triple Sim Mobile with 10,000 mAh Battery ,used to charge other devices - Black",499.00
456,"Alcatel 3L Dual SIM Mobile - 6.2 Inches, 64 GB, 4 GB RAM, 4G LTE - Chameleon Blue","1,999.00"
457,"Apple Iphone XR With Face Time - 128 GB, 4G LTE, White, 3 GB Ram, Single Sim & E-Sim","12,290.00 EGP"
458,"Samsung Galaxy A72 Dual SIM - 6.7 Inches, 8 GB RAM, 256 GB - Awesome Blue","7,222.00"
459,"Apple iPhone 12 Pro Max 512GB 6 GB RAM, Pacific Blue","25,999.00"
460,R240- 2.4 Inch Dual SIM Mobile Phone -Blue,273.00
461,"Itel It2173 Dual Sim Mobile Phone - 1.8 Inch - Back Camera - 2G, Blue",190.00
462,"Apple Iphone XR With Face Time - 64 GB, 4G LTE, Red, 3 GB Ram, Single Sim & E-Sim","11,999.00"
463,Sico Plus 3 - Dual Sim - 4G LTE - Grey,699.00
464,"iTel A36 Dual SIM Mobile - 5.5 Inch, 16 GB, 1 GB RAM, Android, 3G - Deep Blue",915.00
465,"Ibrit Bx , Dual Sim , 32Mb , 2G - Black - BX-Blk",325.00
466,"Samsung Galaxy Note 10 Plus Dual SIM - 256GB, 12GB RAM, 4G LTE, Aura White","19,200.00"
467,"OPPO A15 Dual SIM Mobile - 6.52 Inches, 32 GB, 2 GB RAM, 4G LTE - Mystery Blue","2,222.00"
468,الكاتل 1 5033F 2019 بشريحتى اتصال,966.00
469,"Realme 8 Dual SIM - 6.4 inches, 128GB, 8GB RAM, 4G LTE - Silver","4,563.99"
470,"Infinix HOT 6x-X623 Dual Sim - 32GB, 3GB RAM, 4G LTE, Gold","1,888.00"
471,"Samsung Galaxy Note 20 Ultra Mobile Phone, Hybrid Dual SIM, 6.9 Inch, 256 GB, 8 GB RAM, 4G LTE, 4500mAh - Mystic Bronze","17,275.00"
472,"Samsung Galaxy S21 Plus Dual SIM Mobile - 6.7 Inches, 256 GB, 8 GB RAM, 5G - Violet","15,499.00"
473,"Samsung Galaxy A10s Dual SIM - 32GB, 2GB RAM, 4G LTE, Tactile Blue","2,099.00"
474,"Apple iPhone 11 Pro with FaceTime - 64GB, 4GB RAM,4G LTE, Midnight Green, Single SIM & E-SIM","15,999.00"
475,"Samsung Galaxy Note 10 Lite Dual SIM - 128GB, 8GB RAM, 4G LTE, Aura Glow","8,900.00"
476,"Realme 8 Pro Dual SIM - 6.4 inches, 128GB, 8GB RAM, 4G LTE - Blue","5,554.00"
